epoch,accuracy,learning_rate,loss,top3,val_accuracy,val_loss,val_top3
0,0.5770041942596436,0.0010000000474974513,1.1681814193725586,0.8850210905075073,0.25,1.4905582666397095,0.8299999833106995
1,0.7594936490058899,0.0010000000474974513,0.7204333543777466,0.9646624326705933,0.6800000071525574,1.122403621673584,0.9800000190734863
2,0.8539029359817505,0.0010000000474974513,0.4871104657649994,0.9852320551872253,0.6899999976158142,0.9402874112129211,0.9800000190734863
3,0.8813291192054749,0.0010000000474974513,0.40314725041389465,0.9915611743927002,0.6600000262260437,0.984302818775177,0.8899999856948853
4,0.9034810066223145,0.0010000000474974513,0.3537478446960449,0.9931434392929077,0.800000011920929,0.4739938974380493,1.0
5,0.9404008388519287,0.0010000000474974513,0.22956117987632751,0.9963080286979675,0.5699999928474426,2.0360066890716553,0.9100000262260437
6,0.9314345717430115,0.0010000000474974513,0.2497449666261673,0.997890293598175,0.5299999713897705,1.8664416074752808,0.9399999976158142
7,0.9435654282569885,0.0010000000474974513,0.21946187317371368,0.9973628520965576,0.8399999737739563,0.5089358687400818,1.0
8,0.9578059315681458,0.0010000000474974513,0.17309749126434326,0.9989451766014099,0.6700000166893005,1.2575900554656982,1.0
9,0.9520041942596436,0.0010000000474974513,0.19079947471618652,0.9994725584983826,0.8500000238418579,0.5488359332084656,1.0
10,0.9683544039726257,0.0010000000474974513,0.13971662521362305,0.9989451766014099,0.8100000023841858,0.5775737762451172,1.0
11,0.9868143200874329,0.0005000000237487257,0.0962129458785057,1.0,0.9700000286102295,0.1794341802597046,1.0
12,0.9883966445922852,0.0005000000237487257,0.08758028596639633,1.0,0.9300000071525574,0.28699150681495667,1.0
13,0.9931434392929077,0.0005000000237487257,0.07353084534406662,1.0,0.9599999785423279,0.1951572448015213,1.0
14,0.9926160573959351,0.0005000000237487257,0.07408253103494644,1.0,0.9599999785423279,0.2010168433189392,1.0
15,0.9941983222961426,0.0005000000237487257,0.06992396712303162,1.0,0.8199999928474426,0.778545081615448,1.0
16,0.9931434392929077,0.0005000000237487257,0.06782922148704529,1.0,0.7599999904632568,1.0420397520065308,1.0
17,0.9883966445922852,0.0005000000237487257,0.09065547585487366,0.9994725584983826,0.800000011920929,0.6808225512504578,1.0
18,0.9905063509941101,0.0002500000118743628,0.06983593851327896,1.0,0.9800000190734863,0.14698085188865662,1.0
19,0.9941983222961426,0.0002500000118743628,0.0634506568312645,1.0,0.9800000190734863,0.14942491054534912,1.0
20,0.9973628520965576,0.0002500000118743628,0.057338252663612366,1.0,0.9599999785423279,0.1991177201271057,1.0
21,0.9963080286979675,0.0002500000118743628,0.056485336273908615,1.0,0.9599999785423279,0.25188010931015015,1.0
22,0.9989451766014099,0.0002500000118743628,0.052203331142663956,1.0,0.9800000190734863,0.15553179383277893,1.0
23,0.9994725584983826,0.0002500000118743628,0.051093533635139465,1.0,0.9800000190734863,0.14968253672122955,1.0
24,0.9984177350997925,0.0002500000118743628,0.05335984379053116,1.0,0.9800000190734863,0.1639535129070282,1.0
25,0.9984177350997925,0.0001250000059371814,0.05064474046230316,1.0,0.9800000190734863,0.16292497515678406,1.0
26,0.9973628520965576,0.0001250000059371814,0.05192883312702179,1.0,0.9800000190734863,0.17460273206233978,1.0
27,0.9989451766014099,0.0001250000059371814,0.050267867743968964,1.0,0.9800000190734863,0.17153245210647583,1.0
28,0.9994725584983826,0.0001250000059371814,0.04904786869883537,1.0,0.9700000286102295,0.1563044786453247,1.0
29,0.9994725584983826,0.0001250000059371814,0.049418799579143524,1.0,0.9800000190734863,0.17126885056495667,1.0
30,0.9989451766014099,0.0001250000059371814,0.04850338026881218,1.0,0.9700000286102295,0.18360939621925354,1.0
31,0.9994725584983826,6.25000029685907e-05,0.048227403312921524,1.0,0.9800000190734863,0.18087175488471985,1.0
32,0.9994725584983826,6.25000029685907e-05,0.04760395735502243,1.0,0.9800000190734863,0.17534175515174866,1.0
33,1.0,6.25000029685907e-05,0.04620419442653656,1.0,0.9800000190734863,0.16914840042591095,1.0
