epoch,accuracy,learning_rate,loss,top3,val_accuracy,val_loss,val_top3
0,0.4636076092720032,0.0010000000474974513,1.4820408821105957,0.8370253443717957,0.41999998688697815,1.5169328451156616,0.800000011920929
1,0.6518987417221069,0.0010000000474974513,0.9536623358726501,0.9303797483444214,0.36000001430511475,1.4302502870559692,0.8199999928474426
2,0.7610759735107422,0.0010000000474974513,0.7236482501029968,0.9572784900665283,0.3400000035762787,1.4767733812332153,0.8899999856948853
3,0.8132911324501038,0.0010000000474974513,0.6034108400344849,0.982594907283783,0.23999999463558197,1.6401453018188477,0.9100000262260437
4,0.8528481125831604,0.0010000000474974513,0.48266056180000305,0.9841772317886353,0.3400000035762787,1.4783165454864502,0.8799999952316284
5,0.8544303774833679,0.0010000000474974513,0.4582664966583252,0.9920886158943176,0.5099999904632568,1.1857688426971436,0.8600000143051147
6,0.8813291192054749,0.0010000000474974513,0.37479865550994873,0.996835470199585,0.6600000262260437,0.9443451762199402,0.9900000095367432
7,0.925632894039154,0.0010000000474974513,0.3058842718601227,0.9984177350997925,0.4399999976158142,1.129649043083191,0.9700000286102295
8,0.9430379867553711,0.0010000000474974513,0.24093370139598846,0.9936708807945251,0.7300000190734863,0.7678151726722717,1.0
9,0.9446202516555786,0.0010000000474974513,0.23822811245918274,0.9984177350997925,0.7900000214576721,0.6376709938049316,1.0
10,0.9509493708610535,0.0010000000474974513,0.20019744336605072,1.0,0.550000011920929,1.1282830238342285,0.8700000047683716
11,0.9509493708610535,0.0010000000474974513,0.18932613730430603,1.0,0.7400000095367432,0.8208057284355164,1.0
12,0.969936728477478,0.0010000000474974513,0.15445050597190857,1.0,0.6299999952316284,1.2692010402679443,0.9300000071525574
13,0.9430379867553711,0.0010000000474974513,0.20120969414710999,1.0,0.8199999928474426,0.45206955075263977,1.0
14,0.9667721390724182,0.0010000000474974513,0.17433848977088928,1.0,0.8299999833106995,0.37974607944488525,1.0
15,0.969936728477478,0.0010000000474974513,0.1436147391796112,1.0,0.8700000047683716,0.35877448320388794,0.9900000095367432
16,0.9620253443717957,0.0010000000474974513,0.17879244685173035,0.996835470199585,0.7699999809265137,0.9649815559387207,0.9700000286102295
17,0.9572784900665283,0.0010000000474974513,0.1968301236629486,0.9984177350997925,0.8999999761581421,0.3583988547325134,1.0
18,0.9683544039726257,0.0010000000474974513,0.15754307806491852,1.0,0.8700000047683716,0.3866041898727417,1.0
19,0.982594907283783,0.0010000000474974513,0.11456383019685745,0.9984177350997925,0.9300000071525574,0.28036004304885864,1.0
20,0.9778481125831604,0.0010000000474974513,0.11755538731813431,1.0,0.7599999904632568,0.6774411201477051,0.9800000190734863
21,0.9620253443717957,0.0010000000474974513,0.19120441377162933,0.9984177350997925,0.6299999952316284,1.4128261804580688,1.0
22,0.9477847814559937,0.0010000000474974513,0.21715275943279266,0.9952531456947327,0.4300000071525574,2.645559787750244,0.8999999761581421
23,0.949367105960846,0.0010000000474974513,0.23409555852413177,0.9952531456947327,0.7699999809265137,1.235633373260498,0.9700000286102295
24,0.9604430198669434,0.0010000000474974513,0.18766701221466064,0.9984177350997925,0.8500000238418579,0.374881774187088,1.0
25,0.9810126423835754,0.0010000000474974513,0.1303495317697525,1.0,0.9300000071525574,0.2493058741092682,1.0
26,0.9810126423835754,0.0010000000474974513,0.12920302152633667,1.0,0.7599999904632568,1.355820655822754,0.8500000238418579
27,0.982594907283783,0.0010000000474974513,0.10597283393144608,1.0,0.8199999928474426,0.496670126914978,1.0
28,0.9905063509941101,0.0010000000474974513,0.09191274642944336,1.0,0.8100000023841858,0.8255323767662048,0.9399999976158142
29,0.9889240264892578,0.0010000000474974513,0.1006082072854042,1.0,0.800000011920929,0.8958566784858704,0.9900000095367432
30,0.9873417615890503,0.0010000000474974513,0.08938359469175339,1.0,0.5699999928474426,2.3179237842559814,0.9599999785423279
31,0.9905063509941101,0.0010000000474974513,0.08235474675893784,1.0,0.7799999713897705,1.1306450366973877,0.9399999976158142
